Date,From,To,Flight_Number,Airline,Distance,Duration,Seat,Seat_Type,Class,Reason,Plane,Registration,Trip,Note,From_OID,To_OID,Airline_OID,Plane_OID
2012-05-17 02:45:00,DXB,SIN,EK432,Emirates,3630,07:20,,,Y,B,77W,,,"",2188,3316,2183
2012-05-16 15:30:00,VIE,DXB,EK128,Emirates,2622,05:25,,,Y,B,77W,,,"",1613,2188,2183
2012-05-10 16:05:00,DXB,ZRH,EK85,Emirates,2960,06:40,,,Y,B,77W,,,"",2188,1678,2183
2012-05-10 09:35:00,SIN,DXB,EK433,Emirates,3630,07:10,,,Y,B,77W,,,"",3316,2188,2183
2012-04-21 07:00:00,OTBD,SIN,QR640,Qatar Airways,3856,07:50,,,Y,B,77W,,,"",2241,3316,4091
2012-04-19 16:05:00,VIE,OTBD,QR96,Qatar Airways,2463,05:20,,,Y,B,AIRBUS A320-100/200,,,"",1613,2241,4091
2012-04-11 01:05:00,OTBD,ZRH,QR61,Qatar Airways,2790,06:25,,,Y,B,Airbus A330-200,,,"",2241,1678,4091
2012-04-10 21:20:00,SIN,OTBD,QR641,Qatar Airways,3856,07:35,,,Y,B,A330-200,,,"",3316,2241,4091
2012-04-04 17:55:00,NRT,SIN,UA881,United Airlines,3327,06:55,,,Y,B,Boeing 747-400,,,"",2279,3316,5209
2012-04-03 11:01:00,SFO,NRT,UA837,United Airlines,5109,10:59,,,Y,B,Boeing 747-400,,,"",3469,2279,5209
2012-04-02 21:54:00,DEN,SFO,UA815,United Airlines,964,02:45,,,Y,B,Boeing 757-200,,,"",3751,3469,5209
2012-04-02 19:47:00,OMA,DEN,UA5837,United Airlines,470,01:43,,,Y,B,Embraer RJ135 / RJ140 / RJ145,,,"",3454,3751,5209
2012-03-24 07:45:00,PHL,DEN,US481,US Airways,1552,04:27,,,Y,B,Airbus A321-100/200,,,"",3752,3751,5265
2012-03-17 17:35:00,PHL,SCE,US4528,US Airways,152,01:02,,,Y,B,De Havilland Canada DHC-8 Dash 8 all models,,,"",3752,4318,5265
2012-03-17 08:00:00,SFO,PHL,US706,US Airways,2513,05:20,,,Y,B,Airbus A321-100/200,,,"",3469,3752,5265
2012-03-09 17:00:00,NRT,SFO,UA838,United Airlines,5109,09:03,,,Y,B,Boeing 747-400,,,"",2279,3469,5209
2012-03-09 07:20:00,SIN,NRT,UA882,United Airlines,3327,06:30,,,Y,B,Boeing 747-400,,,"",3316,2279,5209
2012-01-24 16:40:00,RGN,SIN,MI517,SilkAir,1199,03:05,,,Y,L,AIRBUS A320-100/200,,,"",3239,3316,4750
2012-01-24,VYBG,RGN,,Air Mandalay,305,01:06,,,,,,,,"",3209,3239,5813
2012-01-21,RGN,VYBG,,Air Mandalay,305,01:06,,,,,,,,"",3239,3209,5813
2012-01-20 14:20:00,SIN,RGN,MI518,SilkAir,1199,02:55,,,Y,L,AIRBUS A320-100/200,,,"",3316,3239,4750
2012-01-01 23:30:00,IST,SIN,TK66,Turkish Airlines,5383,10:40,,,Y,L,Airbus A330,,,"",1701,3316,4951
